,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
35,dementia,2012,The New York Times,"In Court, Easterling Suicide Is the Focus",,"In a case brought by former players and their wives against the N.F.L. and the helmet maker Riddell, the suicide of former Falcons player Ray Easterling is cited in federal court on Wednesday.","The suicide last week of Ray Easterling, a player with the Atlanta Falcons in the 1970s who was being treated for dementia, took center stage in court on Wednesday.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Easterling, Ray', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Riddell', 'rank': 5, 'major': 'N'}]"
36,dementia,2012,The New York Times,The Faces of Alzheimer’s,,"A new book and photo exhibition this month in New York shows another side of Alzheimer’s, one in which people with the disease can still be engaged, lead active lives and experience love and joy.","The prevailing view of people with Alzheimer’s is often a depressing one: the patient slumped in a chair or parked in front of a television set. But a new book and photo exhibition this month in New York show another side of the disease, one in which people with dementia can still be engaged, lead active lives and experience love and joy. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 6, 'major': 'N'}]"
37,dementia,2012,The New York Times,My Sister’s Last Pleasure,My Sister’s Last Pleasure,Imagining another’s wishes.,"My sister, who was born with Down syndrome, has end-stage dementia with advanced Parkinson’s disease. She can no longer recognize anyone, and her quality of life is limited to eating and sleeping. Now her doctors are asking me to let them insert a feeding tube, which would keep her from choking but prevent her from ever actually eating again. I love her. How can I remove one of her last pleasures? Should I make the decision for her that I would want for myself in similar circumstances? NAME WITHHELD,  New York","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Parkinson's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Ethics (Personal)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ethicist, The (Times Column)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Down Syndrome', 'rank': 5, 'major': 'N'}]"
38,dementia,2012,The New York Times,‘Do You Know Who Died?’,,"The state troopers asked us both to sit down, and I knew it would be terrible. Mom was not ready for this.","Heavy boots woke me. They struck the floor upstairs like mallets on a wooden gong. They paced the room above, paused, then paced back again.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}]"
39,dementia,2012,The New York Times,A Settlement in the Astor Case,,A partial resolution in a widely publicized case that raised questions about abuse of the elderly.,"The Times reported on Wednesday that a settlement had been reached in the court battle over the estate of Brooke Astor, the queen of New York society who died in 2007 at age 105 after a long struggle with dementia. Her son, Anthony Marshall, and Francis X. Morrissey Jr., a lawyer who did estate planning for Mrs. Astor, were convicted in State Supreme Court in Manhattan of defrauding and stealing from her. Both have appealed.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Astor, Brooke', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Morrissey, Francis X Jr', 'rank': 5, 'major': 'N'}]"
40,dementia,2012,The New York Times,The Campaign to Defeat Alzheimer’s,The Campaign to Defeat Alzheimer’s,There is hopeful news in the battle against this incurable disease: scientists and the Obama administration are making progress on this intractable form of dementia.,"There is hopeful news in the battle against Alzheimer’s disease, a type of dementia that gradually robs millions of older Americans of their memories and mental capacities and ultimately kills them. Scientists are beginning to close in on possible diagnostic tests and treatments for this incurable disease. And the Obama administration, carrying out a law enacted in 2010, has just issued a “draft framework” for an aggressive campaign to prevent and treat Alzheimer’s disease effectively by 2025. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 5, 'major': 'N'}]"
41,dementia,2012,The New York Times,"In Caregiving, a New Silence",,A poem by Rachel Hadas about her husband’s dementia.,"When the person talking to you about spousal caregiving is an award-winning poet and essayist like Rachel Hadas, you should let her speak for herself. Herewith, a small excerpt from her book “Strange Relation: A Memoir of Dementia, Caregiving, and Poetry,” published last year.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}]"
42,dementia,2012,The New York Times,The Caregivers’ Bookshelf: An Alzheimer’s Classic,,Researchers update “The 36-Hour Day.”,"More than 30 years ago, when the psychiatrist Dr. Peter Rabins and the psychologist Nancy Mace began working with dementia patients and their families at Johns Hopkins Hospital, they had to write and mimeograph (younger readers: look it up) small pamphlets to explain to them what was going on and what was to come.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}]"
43,dementia,2012,The New York Times,Nutrition: Brainpower Tied to Omega-3 Levels,Nutrition: Brainpower Tied to Omega-3 Levels,A study of older adults finds that those with higher omega-3 fatty acid levels had larger brain volume and performed better in tests of mental acuity.,"Low blood levels of omega-3 fatty acids are associated with smaller brain volume and poorer performance on tests of mental acuity, even in people without apparent dementia, according to a new study.","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dietary Supplements and Herbal Remedies', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Neurology (Journal)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}]"
44,dementia,2012,The New York Times,The Lioness in Winter,,“The Iron Lady” does not sidestep Margaret Thatcher’s dementia.,"Even if I hadn’t been a worshipful fan of Meryl Streep since 1978, even if she hadn’t won yet another Oscar nomination for playing Margaret Thatcher, I would’ve gone to see “The Iron Lady.” The ways in which popular culture portrays aging these days seem worth paying attention to.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Streep, Meryl', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Thatcher, Margaret H', 'rank': 4, 'major': 'N'}]"
45,dementia,2012,The New York Times,In Love and Loss,,"Michael French has frontotemporal dementia, for which there is no treatment. As his condition deteriorated, his wife, Ruth, had to move him to a nursing home, where she spends most days.","Michael French has frontotemporal dementia, for which there is no treatment. As his condition deteriorated, his wife, Ruth, had to move him to a nursing home, where she spends most days.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}]"
46,dementia,2012,The New York Times,Personal Health: Lifelines for People With Hearing Loss,,"This “hidden” disability, currently untreated in about 85 percent of those affected, may be the nation’s most damaging sensory handicap.","Hearing loss, a disability currently untreated in about 85 percent of those affected, may be the nation’s most damaging and costly sensory handicap. It is a hidden disability, often not obvious to others or even to those who have it.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Disabilities', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ears and Hearing', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Hearing Aids', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 7, 'major': 'N'}]"
48,dementia,2012,The New York Times,She’s Gone Missing,,"I left my elderly mother at a table, eating lunch. When I returned, she was nowhere to be found.","I gawk at the chair where I’d left Mom waiting for me. She’s gone. I scan the lounge, a midsize room of muted grays and whites. There’s a disheveled young man stretched out on the blue sofa, a few students eating lunch at the tables, a row of anonymous computer stations by the wall. Panic flutters in my throat.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}]"
49,dementia,2012,The New York Times,Reconnecting Through Art,,Some museums offer tours for elderly patrons with dementia and their caregivers.,"At the Rubin Museum of Art in Manhattan, David Rosenberg, a guide, stood before a stone piece depicting a six-armed figure. “Now, what would be a good reason to have six arms?” Mr. Rosenberg asked his audience, a half dozen or so elderly adults with dementia and their caregivers.","[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 2, 'major': 'N'}]"
50,dementia,2012,The New York Times,In Performance: Michael Learned of ‘The Outgoing Tide’,,The actress performs a scene from Bruce Graham’s play about a family dealing with dementia.,"The actress Michael Learned performs a scene from “The Outgoing Tide.” Bruce Graham’s play, at 59E59 Theaters through Sunday, is a drama about a blue-collar family facing issues of death and morality. In this excerpt, Peg (Ms. Learned) speaks to her son about his father, who is suffering from dementia.","[{'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Graham, Bruce', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Learned, Michael', 'rank': 4, 'major': 'N'}]"
51,dementia,2012,The New York Times,Behind Bars and Beginning to Forget,,Todd Heisler spent four days photographing the members of a unique program at the California Men’s Colony that pairs inmates with dementia with caretakers — other inmates.,"There are constant reminders of the outside world at the California Men’s Colony. The prison, nestled in the seaside mountains outside of San Luis Obispo, is routinely enveloped by a thick fog that rolls in from the ocean at dawn. Seagulls and other birds fly overhead, stop occasionally to perch on the razor wire encircling the yard, and fly away at a whim. The birds are a reminder of the world outside, which many people in this prison will never again experience.",[]
52,dementia,2012,The New York Times,Science Times Podcast,,The search for our ancestors; what the whale heard; and an unexpected clue to dementia.,The search for our ancestors; what the whale heard; and an unexpected clue to dementia.,"[{'name': 'subject', 'value': 'ANTHROPOLOGY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Whales and Whaling', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 4, 'major': 'N'}]"
54,dementia,2012,The New York Times,Rendezvous Always Knew ‘Bilinguals Are Smarter’,,"Of course, we already knew this. But it was nice to have an article in The New York Times Sunday Review confirm it. But that’s not why I’m raising my kids trilingual.","PARIS — Of course, we already knew this, those of us who are bilingual: We are smarter than other people.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Chinese Language', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Language and Languages', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bhattacharjee, Yudhijit', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Trenton (NJ)', 'rank': 10, 'major': 'N'}]"
