abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,slideshow_credits,subsection_name,query_consulta
"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists reported Thursday. In a new study, people with this rare injury expressed increased willingness to kill or harm another person if doing so would save others' lives.",https://www.nytimes.com/2007/03/22/health/22iht-web-0322brain.4988288.html,,"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists reported Thursday. In a new study, people with this rare injury expressed increased willingness to kill or harm another person if doing so would save others' lives.",International Herald Tribune,[],[],2007-03-22T05:00:00+0000,article,IHT News,Health,News,nyt://article/d8e580e9-fefa-5c31-b103-ac28108ba875,978,nyt://article/d8e580e9-fefa-5c31-b103-ac28108ba875,Brain injury said to affect moral choices,,,Brain injury said to affect moral choices,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Seven years ago, Robert Gesteland, a biologist at the University of Cincinnati, and his colleague Robert Frank, a psychologist, decided to tackle a perplexing topic: why some people are more open to trying unfamiliar foods. Suspecting that picky eaters might be more attuned to strong smells, they set about trying to quantify this.",https://www.nytimes.com/2007/08/14/health/14iht-snsniff.1.7114230.html,,"Seven years ago, Robert Gesteland, a biologist at the University of Cincinnati, and his colleague Robert Frank, a psychologist, decided to tackle a perplexing topic: why some people are more open to trying unfamiliar foods. Suspecting that picky eaters might be more attuned to strong smells, they set about trying to quantify this.",International Herald Tribune,[],[],2007-08-14T05:00:00+0000,article,IHT News,Health,News,nyt://article/dc02cc1c-a181-5bdb-bef4-5a7fb3fdba27,904,nyt://article/dc02cc1c-a181-5bdb-bef4-5a7fb3fdba27,Sniff test may detect disorders in early stages,,,Sniff test may detect disorders in early stages,,,,By Elizabeth Svoboda,"[{'firstname': 'Elizabeth', 'middlename': None, 'lastname': 'Svoboda', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Grout-scrubbing, lechery and insults are the perils of
being a home health aide, now the fastest-growing occupation in America.",https://www.nytimes.com/2007/03/11/weekinreview/11Gross.html,"Grout-scrubbing, lechery and insults are the perils of
being a home health aide, now the fastest-growing occupation in America.","THE vestibule of Sunnyside Community Services, in Queens, where 13 home health aides registered recently for a daylong workshop, resembles a welfare office with its banged-up furniture and worn-out faces.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/10/weekinreview/11Gross.600.jpg', 'height': 464, 'width': 600, 'legacy': {'xlarge': 'images/2007/03/10/weekinreview/11Gross.600.jpg', 'xlargewidth': 600, 'xlargeheight': 464}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/10/weekinreview/11Gross.600.jpg', 'height': 464, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/10/weekinreview/11Gross.75.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/10/weekinreview/11Gross.75.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Women', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Bureau of Labor Statistics', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]",2007-03-11T05:00:00+0000,article,WeekInReview,Week in Review,News,nyt://article/7d77d32d-8490-5170-ad3b-7652fd9d725e,944,nyt://article/7d77d32d-8490-5170-ad3b-7652fd9d725e,"And I’m Not Your ‘Girl,’ Gramps",Off the Job,,"And I’m Not Your ‘Girl,’ Gramps",,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,WK,5,,,dementia
SAN FRANCISCO — Silicon Valley's Next New Thing? Old people.,https://www.nytimes.com/2007/09/06/technology/06iht-websocial.7409829.html,,SAN FRANCISCO — Silicon Valley's Next New Thing? Old people.,International Herald Tribune,[],[],2007-09-06T05:00:00+0000,article,IHT News,Technology,News,nyt://article/dbd53c53-8a86-56da-ba3f-c1e11b71c33b,1012,nyt://article/dbd53c53-8a86-56da-ba3f-c1e11b71c33b,Social networking sites take notice of seniors,,,Social networking sites take notice of seniors,,,,By Matt Richtel,"[{'firstname': 'Matt', 'middlename': None, 'lastname': 'Richtel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"NEW YORK — Brooke Astor, who by night reigned over New York society with a decided disdain for pretension and by day devoted her time and considerable resources to New York's unfortunate, died Monday afternoon at her weekend estate, Holly Hill, in Briarcliff Manor, New York. She was 105.",https://www.nytimes.com/2007/08/14/world/americas/14iht-obits.1.7109301.html,,"NEW YORK — Brooke Astor, who by night reigned over New York society with a decided disdain for pretension and by day devoted her time and considerable resources to New York's unfortunate, died Monday afternoon at her weekend estate, Holly Hill, in Briarcliff Manor, New York. She was 105.",International Herald Tribune,[],[],2007-08-14T05:00:00+0000,article,IHT News,World,News,nyt://article/8f9e669d-2198-5041-9b3f-acf32e01a89f,957,nyt://article/8f9e669d-2198-5041-9b3f-acf32e01a89f,"Brooke Astor, 105, eminent New York philanthropist",,,"Brooke Astor, 105, eminent New York philanthropist",,,,By Marilyn Berger,"[{'firstname': 'Marilyn', 'middlename': None, 'lastname': 'Berger', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Americas,dementia
"CANNES — On of the most fertile subjects of contemporary European cinema is the desolation of contemporary European life. The extravagance and high spirits outside the Cannes screening room thus frequently stands in jarring contrast to the misery displayed within them, where stories of privation, disconnection and violence hold up a harsh mirror to a continent that likes to present itself to the rest of the world as prosperous, unified and at peace.A particular theme within some of these stories is the harshness of existence in Europe's formerly Communist nations. ""Import/Export,"" a disturbing and sometimes brilliant new film by the Austrian director Ulrich Seidl, takes place partly in the Ukraine, depicted as a place where dirty snow swirls around crumbling Soviet-era housing projects. Not that Vienna, the movie's other main locale, looks much better. In it own way, this western capital seems like an equally cold and brutal environment.",https://www.nytimes.com/2007/05/21/arts/21iht-22festival.5816769.html,,"CANNES — On of the most fertile subjects of contemporary European cinema is the desolation of contemporary European life. The extravagance and high spirits outside the Cannes screening room thus frequently stands in jarring contrast to the misery displayed within them, where stories of privation, disconnection and violence hold up a harsh mirror to a continent that likes to present itself to the rest of the world as prosperous, unified and at peace.A particular theme within some of these stories is the harshness of existence in Europe's formerly Communist nations. ""Import/Export,"" a disturbing and sometimes brilliant new film by the Austrian director Ulrich Seidl, takes place partly in the Ukraine, depicted as a place where dirty snow swirls around crumbling Soviet-era housing projects. Not that Vienna, the movie's other main locale, looks much better. In it own way, this western capital seems like an equally cold and brutal environment.",International Herald Tribune,[],[],2007-05-21T05:00:00+0000,article,IHT News,Arts,News,nyt://article/b052c75e-bf20-5a68-8000-dc3a4df9d8ef,908,nyt://article/b052c75e-bf20-5a68-8000-dc3a4df9d8ef,"Cannes: Turmoil, European and American",,,"Cannes: Turmoil, European and American",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"In his acceptance speech, Nicolas Sarkozy signaled his desire to end tension with Washington.",https://www.nytimes.com/2007/05/08/world/europe/08france.html,"In his acceptance speech, Nicolas Sarkozy signaled his desire to end tension with Washington.","PARIS, May 7 — Two days before the first round of the presidential election last month, Nicolas Sarkozy donned a red checked shirt, jeans and cowboy boots, mounted a small white horse named Universe and rode around the Camargue country in France’s deep south. A gaggle of reporters and cameramen followed him in a cart pulled by a tractor. The black bulls in the nearby pasture stayed away.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/08/world/08france600.jpg', 'height': 300, 'width': 600, 'legacy': {'xlarge': 'images/2007/05/08/world/08france600.jpg', 'xlargewidth': 600, 'xlargeheight': 300}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/08/world/08france600.jpg', 'height': 300, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/08/world/08france395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}]","[{'name': 'persons', 'value': 'Sarkozy, Nicolas', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}]",2007-05-08T04:00:00+0000,article,Foreign,World,News,nyt://article/0b6778ab-6976-5026-b667-9f0fd08d6f24,1063,nyt://article/0b6778ab-6976-5026-b667-9f0fd08d6f24,Sarkozy Sets a New Course for Relations With U.S.,,,An Admirer of America Sets a New Course for France,,,,By Elaine Sciolino,"[{'firstname': 'Elaine', 'middlename': None, 'lastname': 'Sciolino', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,8,,Europe,dementia
Musicophilia,https://www.nytimes.com/2007/10/30/arts/30iht-31book.8113015.html,,Musicophilia,International Herald Tribune,[],[],2007-10-30T05:00:00+0000,article,IHT News,Arts,News,nyt://article/6495ade5-9acd-543b-b428-dd1af4eaba14,1133,nyt://article/6495ade5-9acd-543b-b428-dd1af4eaba14,Book review: Musicophilia,,,Book review: Musicophilia,,,,By Anthony Gottlieb,"[{'firstname': 'Anthony', 'middlename': None, 'lastname': 'Gottlieb', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Delirium  By Laura Restrepo.Translated by Natasha Wimmer.320 pages. $23.95. Nan A. Talese/Doubleday. ,https://www.nytimes.com/2007/04/13/arts/13iht-web-0414idbriefs14A.5274325.html,,Delirium  By Laura Restrepo.Translated by Natasha Wimmer.320 pages. $23.95. Nan A. Talese/Doubleday. ,International Herald Tribune,[],[],2007-04-13T05:00:00+0000,article,IHT News,Arts,News,nyt://article/f33f6332-5c34-5a79-be50-8e0719b95770,1102,nyt://article/f33f6332-5c34-5a79-be50-8e0719b95770,Review: Delirium by Laura Restrepo,,,Review: Delirium by Laura Restrepo,,,,By Terrence Rafferty,"[{'firstname': 'Terrence', 'middlename': None, 'lastname': 'Rafferty', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
People with a rare injury expressed increased willingness to kill or harm another person if doing so would save others’ lives.,https://www.nytimes.com/2007/03/21/health/21cnd-brain.html,People with a rare injury expressed increased willingness to kill or harm another person if doing so would save others’ lives.,"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists are reporting today. In a new study, people with this rare injury expressed increased willingness to kill or harm another person if doing so would save others' lives. ",The New York Times,[],"[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}]",2007-03-21T04:00:00+0000,article,ContinuousNews,Health,News,nyt://article/59bd72b3-d713-505f-8314-9222dfde656d,1045,nyt://article/59bd72b3-d713-505f-8314-9222dfde656d,Study Finds Brain Injury Changes Moral Judgment,,,Study Finds Brain Injury Changes Moral Judgment,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
The June election for parliament will determine how much elbow room Nicolas Sarkozy has to enact his ambitious economic reforms.,https://www.nytimes.com/2007/05/07/world/europe/07cnd-france.html,The June election for parliament will determine how much elbow room Nicolas Sarkozy has to enact his ambitious economic reforms.,"PARIS, May 7 — Two days before the first round of the presidential election last month, Nicolas Sarkozy donned a red checked shirt, jeans and cowboy boots, mounted a small white horse named Universe and rode around the Camargue country in France’s deep south. A gaggle of reporters and cameramen followed him in a cart pulled by a tractor. The black bulls on the nearby pasture stayed away.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/06/world/06cnd-france2_600.jpg', 'height': 300, 'width': 600, 'legacy': {'xlarge': 'images/2007/05/06/world/06cnd-france2_600.jpg', 'xlargewidth': 600, 'xlargeheight': 300}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/06/world/06cnd-france2_600.jpg', 'height': 300, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/06/world/06cnd-france2_395.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/06/world/06cnd-france2_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/05/06/world/06cnd-france2_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2007-05-07T04:00:00+0000,article,ContinuousNews,World,News,nyt://article/e7c61a19-6756-5390-86e6-739f494e88f6,1082,nyt://article/e7c61a19-6756-5390-86e6-739f494e88f6,"With Sarkozy, Bush May Find a Close Friend in France",,,,,,,By Elaine Sciolino,"[{'firstname': 'Elaine', 'middlename': None, 'lastname': 'Sciolino', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Europe,dementia
"In Laura Restrepo’s novel, a man grapples with his wife’s, and his country’s, loss of memory.",https://www.nytimes.com/2007/04/15/books/review/Rafferty.t.html,"In Laura Restrepo’s novel, a man grapples with his wife’s, and his country’s, loss of memory.","Laura Restrepo writes about Colombia, her native land, but she spends a good deal of her time in Mexico, and to read her latest novel, ""Delirium,"" is to understand why. Most of the action takes place in the Colombian capital, Bogotá — a city, one character says, ""where everyone's at war with everyone else"" — at a time when the whole country seems either insane or, perhaps worse, in love with insanity and helpless to change. Although Restrepo doesn't specify the year, it appears to be 1983: ""E.T."" and ""Flashdance"" are in the movie theaters, Ronald Reagan is president of the United States, and the most powerful man in Colombia is Pablo Escobar, darkly presiding over the vast cocaine empire of Medellín. Escobar ""doesn't like being called the King of Coca,"" though; according to someone who knows him, ""he prefers Father of the Nation."" And ""Delirium"" is about his nation of frightened, maddened children, the Colombia he sired.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/15/books/raff600span.jpg', 'height': 184, 'width': 600, 'legacy': {'xlarge': 'images/2007/04/15/books/raff600span.jpg', 'xlargewidth': 600, 'xlargeheight': 184}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/15/books/raff600span.jpg', 'height': 184, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/15/books/restr75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/15/books/restr75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Restrepo, Laura', 'rank': 2, 'major': 'N'}]",2007-04-15T04:00:00+0000,article,BookReview,Books,Review,nyt://article/088120fc-efae-5621-891a-7487ebc2d08d,1093,nyt://article/088120fc-efae-5621-891a-7487ebc2d08d,My Wife Is Mad,,,My Wife Is Mad,,,,By Terrence Rafferty,"[{'firstname': 'Terrence', 'middlename': None, 'lastname': 'Rafferty', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Book Review,dementia
