abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Instead of spending money on computer games or puzzles to improve your brain’s health, invest in a gym membership.",https://www.nytimes.com/2007/11/08/opinion/08aamodt.html,"Instead of spending money on computer games or puzzles to improve your brain’s health, invest in a gym membership.",FEELING a little less mentally quick than you did a few years ago? Maybe you are among the many people who do “brain exercises” like sudoku to slow the cognitive decline associated with aging. We’ve got a better suggestion.,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.190h.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/11/08/opinion/08opart.190h.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.large.jpg', 'height': 776, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.190v.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/08/opinion/08opart.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]",2007-11-08T05:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/9f861074-4744-5ec2-a692-2e007eb13f6c,760,nyt://article/9f861074-4744-5ec2-a692-2e007eb13f6c,Exercise on the Brain,Op-Ed Contributor,,Exercise on the Brain,,,,By SANDRA AAMODT and SAM WANG,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'AAMODT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'WANG', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,A,33,,Alzheimer
"The son of an Upper East Side landlord accused of killing his wife in 2005 by stabbing her more than 40 times testified on behalf of his father yesterday, telling the story of a marriage that unraveled into madness.",https://www.nytimes.com/2007/01/27/nyregion/27murder.html,"The son of an Upper East Side landlord accused of killing his wife in 2005 by stabbing her more than 40 times testified on behalf of his father yesterday, telling the story of a marriage that unraveled into madness.","The son of an Upper East Side landlord accused of killing his wife in 2005 by stabbing her testified on behalf of his father yesterday, telling the story of a marriage that unraveled into madness.",The New York Times,[],"[{'name': 'subject', 'value': 'Domestic Violence', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 2, 'major': 'N'}]",2007-01-27T05:00:00+0000,article,Metro,New York,News,nyt://article/b4fffa13-2da1-57dc-a640-599591df9565,788,nyt://article/b4fffa13-2da1-57dc-a640-599591df9565,"Woman Killed by Husband Provoked Family, Son Says",,,"Woman Killed by Husband Provoked Family, Son Says",,,,By Anemona Hartocollis,"[{'firstname': 'Anemona', 'middlename': None, 'lastname': 'Hartocollis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,3,,Alzheimer
"Joe Girardi was announced as the new manager of the Yankees Thursday, ready to take his turn at chasing the team’s 27th title. ",https://www.nytimes.com/2007/11/02/sports/baseball/02yankees.html,"Joe Girardi was announced as the new manager of the Yankees Thursday, ready to take his turn at chasing the team’s 27th title. ","The mission statement is summarized in the two numerals that will follow Joe Girardi wherever he goes. The uniform number of the Yankees’ new manager is 27, and the reason is rhetorical.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/01/sports/01giradi395.jpg', 'height': 280, 'width': 395, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/01/sports/01giradi190.jpg', 'height': 135, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/01/sports/01giradi395.jpg', 'height': 280, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/01/sports/01giradi75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/01/sports/01giradi75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Girardi, Joe', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Baseball', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Yankees', 'rank': 4, 'major': 'N'}]",2007-11-02T04:00:00+0000,article,Sports,Sports,News,nyt://article/1e1c6c33-41d4-5166-8d05-b252291cd35b,817,nyt://article/1e1c6c33-41d4-5166-8d05-b252291cd35b,Girardi Will Wear Goal on His Back: No. 27,,,Girardi Will Wear Goal on His Back: No. 27,,,,By Tyler Kepner,"[{'firstname': 'Tyler', 'middlename': None, 'lastname': 'Kepner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,4,Baseball,Alzheimer
"If Joe Girardi doesn’t win fast enough as the new manager of the Yankees, the man he beat out for the job will be waiting in the wings.",https://www.nytimes.com/2007/11/02/sports/baseball/02araton.html,"If Joe Girardi doesn’t win fast enough as the new manager of the Yankees, the man he beat out for the job will be waiting in the wings."," On his grand tour yesterday of the shell of what will be the new Yankee Stadium, Joe Girardi could peek into the future, all the way to 2009. He could smell the new concrete and see the foul poles already in their outfield places. He could envision the batting cages under the stands and where he hoped to be pressing all the right managerial buttons in the first-base dugout.",The New York Times,[],"[{'name': 'persons', 'value': 'Torre, Joe', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Girardi, Joe', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Mattingly, Don', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Yankees', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coaches and Managers', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Baseball', 'rank': 6, 'major': 'N'}]",2007-11-02T04:00:00+0000,article,Sports,Sports,News,nyt://article/3a5808c4-29fc-5958-b0b8-3db75eccb5e1,857,nyt://article/3a5808c4-29fc-5958-b0b8-3db75eccb5e1,Girardi’s Introduction Starts the Clock Ticking,Sports of The Times,,Girardi’s Introduction Starts the Clock Ticking,,,,By Harvey Araton,"[{'firstname': 'Harvey', 'middlename': None, 'lastname': 'Araton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,1,Baseball,Alzheimer
The opening of innovation to wider numbers of people obscures another trend: many of the most popular new products don’t allow for customization.,https://www.nytimes.com/2007/07/29/business/yourmoney/29ping.html,The opening of innovation to wider numbers of people obscures another trend: many of the most popular new products don’t allow for customization.,"USER-GENERATED content — from Wikipedia to YouTube to open-source software — is generating waves of excitement. But the opening of innovation to wider numbers of people obscures another trend: many of the most popular new products, like the iPod, are dominated by a top-down, elite innovation model that doesn’t allow for customization.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/28/business/600-ping.jpg', 'height': 260, 'width': 600, 'legacy': {'xlarge': 'images/2007/07/28/business/600-ping.jpg', 'xlargewidth': 600, 'xlargeheight': 260}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/28/business/600-ping.jpg', 'height': 260, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/07/28/business/75-ping.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/07/28/business/75-ping.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Computers and the Internet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Inventions and Patents', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 3, 'major': 'N'}]",2007-07-29T04:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/cfc9ccf9-1883-5ced-8114-3a5404d2b6fe,788,nyt://article/cfc9ccf9-1883-5ced-8114-3a5404d2b6fe,"In a Highly Complex World, Innovation From the Top Down",Ping,,"In a Highly Complex World, Innovation From the Top Down",,,,By G. Pascal Zachary,"[{'firstname': 'G.', 'middlename': 'Pascal', 'lastname': 'Zachary', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BU,3,Your Money,Alzheimer
"Jenna Bush, phone home. The first daughter appeared nervous when Ellen DeGeneres asked her to call her parents during a taping of DeGeneres's talk show. ""They're going to kill me,"" the 26-year-old told DeGeneres. DeGeneres said, ""No, they're going to be thrilled. Why wouldn't they want to say 'hi' to everybody and say Merry Christmas?"" Bush, who was on ""The Ellen DeGeneres Show"" to promote her new book, ""Ana's Story: A Journey of Hope,"" responded, ""They may have wanted some warning."" All was well, though, when she reached her parents. Laura Bush told her daughter, ""I'm just sitting here with daddy,"" to which DeGeneres chimed in: ""Oh hey! It's Ellen. I wanted to say hi to daddy."" So President George W. Bush  got on the line: ""How's my little girl doing?"" DeGeneres responded, ""Oh, she's great. She's scared she's going to get in trouble because I just said, 'Is it easy to just pick up the phone and call your dad anytime?' And now she's scared she's not going to get any Christmas presents."" The president said he wasn't angry. ""I do want to say Merry Christmas to your audience, and I want to tell my little girl I love her,"" he said.",https://www.nytimes.com/2007/12/06/arts/06iht-peepfri.html,,"Jenna Bush, phone home. The first daughter appeared nervous when Ellen DeGeneres asked her to call her parents during a taping of DeGeneres's talk show. ""They're going to kill me,"" the 26-year-old told DeGeneres. DeGeneres said, ""No, they're going to be thrilled. Why wouldn't they want to say 'hi' to everybody and say Merry Christmas?"" Bush, who was on ""The Ellen DeGeneres Show"" to promote her new book, ""Ana's Story: A Journey of Hope,"" responded, ""They may have wanted some warning."" All was well, though, when she reached her parents. Laura Bush told her daughter, ""I'm just sitting here with daddy,"" to which DeGeneres chimed in: ""Oh hey! It's Ellen. I wanted to say hi to daddy."" So President George W. Bush  got on the line: ""How's my little girl doing?"" DeGeneres responded, ""Oh, she's great. She's scared she's going to get in trouble because I just said, 'Is it easy to just pick up the phone and call your dad anytime?' And now she's scared she's not going to get any Christmas presents."" The president said he wasn't angry. ""I do want to say Merry Christmas to your audience, and I want to tell my little girl I love her,"" he said.",International Herald Tribune,[],[],2007-12-06T05:00:00+0000,article,IHT News,Arts,News,nyt://article/bd1c81ea-0b25-5cea-8047-f849b6bbbd4a,698,nyt://article/bd1c81ea-0b25-5cea-8047-f849b6bbbd4a,"People: Jenna Bush, Kiefer Sutherland, George Clooney",,,"People: Jenna Bush, Kiefer Sutherland, George Clooney",,,,,[],,,,,Alzheimer
"As a result of the work in monkeys, some researchers say, cloned human embryonic stem cells seem more feasible.",https://www.nytimes.com/2007/11/15/science/15primate.html,"As a result of the work in monkeys, some researchers say, cloned human embryonic stem cells seem more feasible.",Researchers in Oregon are reporting that they used cloning to produce monkey embryos and then extracted stem cells from the embryos. ,The New York Times,[],"[{'name': 'subject', 'value': 'Cloning', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Oregon', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Monkeys and Apes', 'rank': 5, 'major': 'N'}]",2007-11-15T05:00:00+0000,article,National,Science,News,nyt://article/91ba0717-6f06-55d6-8a25-3f377a620d54,913,nyt://article/91ba0717-6f06-55d6-8a25-3f377a620d54,Scientists Use Monkey Clones to Extract Stem Cells,,,Scientists Use Monkey Clones For Stem Cells,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Alzheimer
By Kristin Gore. 384 pages. $24.95. Hyperion.,https://www.nytimes.com/2007/07/20/arts/20iht-bks21.html,,By Kristin Gore. 384 pages. $24.95. Hyperion.,International Herald Tribune,[],[],2007-07-20T05:00:00+0000,article,IHT News,Arts,News,nyt://article/c5aad26d-78fa-59c1-a380-2307d7a745de,942,nyt://article/c5aad26d-78fa-59c1-a380-2307d7a745de,Review: Sammy's House,,,Review: Sammy's House,,,,By Ross Douthat,"[{'firstname': 'Ross', 'middlename': None, 'lastname': 'Douthat', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"Consumers cast a worried eye on the bond market as mortgage rates rose, while investors rode a bullish wave to end the week. Blackstone’s founders were poised for a big payoff as they prepared for an initial offering.",https://www.nytimes.com/2007/06/16/business/16five.html,"Consumers cast a worried eye on the bond market as mortgage rates rose, while investors rode a bullish wave to end the week. Blackstone’s founders were poised for a big payoff as they prepared for an initial offering.","Consumers cast a worried eye on the bond market as mortgage rates rose, while investors rode a bullish wave to end the week. Blackstone’s founders were poised for a big payoff as they prepared for an initial offering.",The New York Times,[],"[{'name': 'subject', 'value': 'Obesity', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Blackstone Group', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Stocks and Bonds', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Kellogg Company', 'rank': 4, 'major': 'N'}]",2007-06-16T04:00:00+0000,article,Business,Business Day,News,nyt://article/b197cf64-79df-528f-890e-efec5837d80f,899,nyt://article/b197cf64-79df-528f-890e-efec5837d80f,Some Curbs Put on the Appetites for Debt and Sugar,Five Days,,Some Curbs Put on the Appetites for Debt and Sugar,,,,By Vikas Bajaj,"[{'firstname': 'Vikas', 'middlename': None, 'lastname': 'Bajaj', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,2,,Alzheimer
"If the stem cell wars are indeed nearly over in the United States, no one will savor the peace more than James Thomson.",https://www.nytimes.com/2007/11/22/world/americas/22iht-stem.1.8431400.html,,"If the stem cell wars are indeed nearly over in the United States, no one will savor the peace more than James Thomson.",International Herald Tribune,[],[],2007-11-22T05:00:00+0000,article,IHT News,World,News,nyt://article/1c36ea8f-a62e-5676-8213-4102251e7d2d,957,nyt://article/1c36ea8f-a62e-5676-8213-4102251e7d2d,Man who helped start stem cell war may end it,,,Man who helped start stem cell war may end it,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Americas,Alzheimer
"About two years ago, a group of U.S. government researchers reported that overweight people have a lower death rate than people who are normal weight, underweight or obese. Now, investigating further, they found out which diseases are more likely to lead to death in each weight group.",https://www.nytimes.com/2007/11/07/health/07iht-07fat.8225619.html,,"About two years ago, a group of U.S. government researchers reported that overweight people have a lower death rate than people who are normal weight, underweight or obese. Now, investigating further, they found out which diseases are more likely to lead to death in each weight group.",International Herald Tribune,[],[],2007-11-07T05:00:00+0000,article,IHT News,Health,News,nyt://article/335ea70b-8230-5688-b12e-0e860a495df5,976,nyt://article/335ea70b-8230-5688-b12e-0e860a495df5,Causes of death are linked to a person's weight,,,Causes of death are linked to a person's weight,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
Events originating in Warren E. Buffett’s rejection from Harvard Business School have led to a gift to a Quaker private school that dwarfs some college endowments.,https://www.nytimes.com/2007/09/19/education/19gift.html,Events originating in Warren E. Buffett’s rejection from Harvard Business School have led to a gift to a Quaker private school that dwarfs some college endowments., It probably would never have happened if Harvard University had not rejected Warren E. Buffett’s business school application in 1950. But a string of events originating with Mr. Buffett’s disappointment led yesterday to a Quaker high school’s receiving a gift that dwarfs some college endowments: $128 million. ,The New York Times,[],"[{'name': 'subject', 'value': 'Education and Schools', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Buffett, Warren E', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 4, 'major': 'N'}]",2007-09-19T04:00:00+0000,article,National,Education,News,nyt://article/9fd6b4c3-dc43-53fd-abd9-374fdf9dfe73,892,nyt://article/9fd6b4c3-dc43-53fd-abd9-374fdf9dfe73,Alumna Gives $128 Million to High School,,,Alumna Gives $128 Million to High School,,,,By Sam Dillon,"[{'firstname': 'Sam', 'middlename': None, 'lastname': 'Dillon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,17,,Alzheimer
