abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
"Pharmacologists in Israel have found that frankincense, a whitish resin tapped from the veins of a shrubby tree, relieves anxiety and depression, at least in mice.",https://www.nytimes.com/2008/07/17/fashion/17INCENSE.html,"Pharmacologists in Israel have found that frankincense, a whitish resin tapped from the veins of a shrubby tree, relieves anxiety and depression, at least in mice.","FROM the Holy Land comes a fragrant revelation as modern as it is ancient: Frankincense, burned for millennia to sweeten and purify the air, does not just smell good. It does not just, arguably, drive off demons or make a nice gift from a Wise Man. It may very well be good for you. ",G,6,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/17/fashion/17incense-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/07/17/fashion/17incense-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/17/fashion/17incense-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/17/fashion/17incense-395.jpg', 'height': 264, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/17/fashion/17incense-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/17/fashion/17incense-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Smell', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Stress (Human)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ANXIETY', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Aromatherapy', 'rank': 4, 'major': 'N'}]",2008-07-17T04:00:00+0000,article,Styles,Fashion & Style,,News,nyt://article/9e41ef98-8fb7-5a51-a0a7-6d88afd06ae7,949,nyt://article/9e41ef98-8fb7-5a51-a0a7-6d88afd06ae7,Frankincense and Mirth,,,Frankincense and Mirth,,,,By Andy Newman,"[{'firstname': 'Andy', 'middlename': None, 'lastname': 'Newman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Workplace accommodations modeled on child care do not always benefit employees caring for aging parents.,https://newoldage.blogs.nytimes.com/2008/10/28/where-the-mommy-track-crosses-the-daughter-track/,Workplace accommodations modeled on child care do not always benefit employees caring for aging parents.,"Since the late 1960s and early 1970s, when working women made child care benefits a key part of the feminist agenda, it has become routine for companies to provide maternity leaves, job sharing and pre-tax accounts to pay for child care. These days, the accommodations offered to those of us caring for elderly parents often are modeled on these kinds of child care benefits. But the so-called “mommy track” and “daughter track” are more dissimilar than similar, and the child care paradigm does not always work to benefit adult caregivers. ",,,The New York Times,[],[],2008-10-28T15:51:30+0000,article,Science,Health,,News,nyt://article/bfd47d3f-e1b1-5ed7-9b3f-a08dcfafe572,951,nyt://article/bfd47d3f-e1b1-5ed7-9b3f-a08dcfafe572,Where the Mommy Track Crosses the Daughter Track,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Brain researchers have discovered that when we consciously develop new habits, we create parallel synaptic paths, and even entirely new brain cells, that can encourage a way to innovation.",https://www.nytimes.com/2008/05/04/business/04unbox.html,"Brain researchers have discovered that when we consciously develop new habits, we create parallel synaptic paths, and even entirely new brain cells, that can encourage a way to innovation.","HABITS are a funny thing. We reach for them mindlessly, setting our brains on auto-pilot and relaxing into the unconscious comfort of familiar routine. “Not choice, but habit rules the unreflecting herd,” William Wordsworth said in the 19th century. In the ever-changing 21st century, even the word “habit” carries a negative connotation.",BU,4,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/04/business/04unbox.xlarge1.jpg', 'height': 314, 'width': 600, 'legacy': {'xlarge': 'images/2008/05/04/business/04unbox.xlarge1.jpg', 'xlargewidth': 600, 'xlargeheight': 314}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/04/business/04unbox.xlarge1.jpg', 'height': 314, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/04/business/04unbox.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/04/business/04unbox.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}]",2008-05-04T04:00:00+0000,article,SundayBusiness,Business Day,,News,nyt://article/a2664d90-8ac9-5b02-b46d-f93c087389fd,989,nyt://article/a2664d90-8ac9-5b02-b46d-f93c087389fd,Can You Become a Creature of New Habits?,Unboxed,,Can You Become a Creature of New Habits?,,,,By Janet Rae-Dupree,"[{'firstname': 'Janet', 'middlename': None, 'lastname': 'Rae-Dupree', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"In this campaign, jokes that play on racial and sexual stereotypes may be muted. But we’ve decided there’s nothing sacred when it comes to jokes about aging.",https://www.nytimes.com/2008/03/09/weekinreview/09bosman.html,"In this campaign, jokes that play on racial and sexual stereotypes may be muted. But we’ve decided there’s nothing sacred when it comes to jokes about aging.","THESE are trying times for late-night television comics, who this year have been handed a tricky proposition: how to make fun of the two presidential candidates who happen to be an African-American and a woman?",WK,4,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/09/weekinreview/09bosman.xlarge2.jpg', 'height': 380, 'width': 600, 'legacy': {'xlarge': 'images/2008/03/09/weekinreview/09bosman.xlarge2.jpg', 'xlargewidth': 600, 'xlargeheight': 380}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/09/weekinreview/09bosman.xlarge2.jpg', 'height': 380, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/09/weekinreview/09bosman.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/09/weekinreview/09bosman.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'AARP', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'McCain, John', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 5, 'major': 'N'}]",2008-03-09T05:00:00+0000,article,WeekInReview,Week in Review,,News,nyt://article/da702ebd-9642-51af-9ef7-22d06b042baa,1045,nyt://article/da702ebd-9642-51af-9ef7-22d06b042baa,So a Senior Citizen Walks Into a Bar ...,The Nation,,So a Senior Citizen Walks Into a Bar ...,,,,By Julie Bosman,"[{'firstname': 'Julie', 'middlename': None, 'lastname': 'Bosman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
It may be best for caregivers to enter the topsy-turvy reality of the cognitively impaired rather than trying to force them into a world they no longer understand.,https://newoldage.blogs.nytimes.com/2008/12/04/talking-alzheimers/,It may be best for caregivers to enter the topsy-turvy reality of the cognitively impaired rather than trying to force them into a world they no longer understand.,"Few self-help books for family members of those with Alzheimer’s disease are as universally praised as “Learning to Speak Alzheimer’s,’’ by Joanne Koenig Coste. The book preaches a counterintuitive approach she calls “habilitation,’’ which is a fancy word for entering the topsy-turvy reality of the cognitively impaired person rather than trying to force them into a world they no longer understand. ",,,The New York Times,[],[],2008-12-04T13:00:12+0000,article,Science,Health,,News,nyt://article/0d714e92-f632-550f-a695-f67c5a862087,1076,nyt://article/0d714e92-f632-550f-a695-f67c5a862087,Talking Alzheimer’s,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"TIJUANA, Mexico — 'Cocaine?"" a hustler working Tijuana's seedy Avenida Revolución called out on a recent night, his voice not the least bit muted.",https://www.nytimes.com/2008/07/21/world/americas/21iht-letter.1.14650956.html,,"TIJUANA, Mexico — 'Cocaine?"" a hustler working Tijuana's seedy Avenida Revolución called out on a recent night, his voice not the least bit muted.",,,International Herald Tribune,[],[],2008-07-21T05:00:00+0000,article,IHT News,World,Americas,News,nyt://article/db2f05ef-ec9d-5bcd-bc8e-39cca3fd4351,1031,nyt://article/db2f05ef-ec9d-5bcd-bc8e-39cca3fd4351,A souvenir that Mexico doesn't want to be known for,,,A souvenir that Mexico doesn't want to be known for,,,,By Marc Lacey,"[{'firstname': 'Marc', 'middlename': None, 'lastname': 'Lacey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"The game has changed considerably since Howe last skated in the N.H.L., as a 52-year-old Hartford Whaler in 1980.",https://www.nytimes.com/2008/03/30/sports/hockey/30puck.html,"The game has changed considerably since Howe last skated in the N.H.L., as a 52-year-old Hartford Whaler in 1980."," Before he was the walking embodiment of hockey, Gordie Howe, who turns 80 on Monday, looked up to the renowned defenseman Eddie Shore, the original Mr. Hockey. ",SP,5,The New York Times,[],"[{'name': 'subject', 'value': 'Hockey, Ice', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Hockey League', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Howe, Gordie', 'rank': 3, 'major': 'N'}]",2008-03-30T04:00:00+0000,article,Sports,Sports,Hockey,News,nyt://article/0344dd7f-e906-5348-9d5a-53c4f1bdc5e1,1039,nyt://article/0344dd7f-e906-5348-9d5a-53c4f1bdc5e1,Happy Birthday to Mr. Hockey as Howe Turns 80,Slap Shot,,Happy Birthday To Mr. Hockey As Howe Turns 80,,,,By Jeff Z. Klein and Lew Serviss,"[{'firstname': 'Jeff', 'middlename': 'Z.', 'lastname': 'Klein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Lew', 'middlename': None, 'lastname': 'Serviss', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,dementia
"John C. Lechleiter, who is about to become Eli Lilly’s top executive, appears to have encouraged Lilly to promote its schizophrenia drug Zyprexa for use by children and teenagers.",https://www.nytimes.com/2008/03/14/business/14cnd-drug.html,"John C. Lechleiter, who is about to become Eli Lilly’s top executive, appears to have encouraged Lilly to promote its schizophrenia drug Zyprexa for use by children and teenagers.","ANCHORAGE  John C. Lechleiter, an Eli Lilly official who is about to become the company’s top executive, wrote e-mail in 2003 that appears to have encouraged Lilly to promote its schizophrenia medicine Zyprexa for a use not approved by federal drug regulators. ",,,The New York Times,[],"[{'name': 'subject', 'value': 'Zyprexa (Drug)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 2, 'major': 'N'}]",2008-03-14T04:00:00+0000,article,Business,Business Day,,News,nyt://article/f8219eda-5e06-56ce-8a3b-ce3226375edd,1019,nyt://article/f8219eda-5e06-56ce-8a3b-ce3226375edd,Lilly E-Mail Discussed Off-Label Drug Use,,,,,,,By Alex Berenson,"[{'firstname': 'Alex', 'middlename': None, 'lastname': 'Berenson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
BONN — Someone forgot to turn out the lights in Bonn.,https://www.nytimes.com/2008/06/18/world/europe/18iht-bonn.4.13808924.html,,BONN — Someone forgot to turn out the lights in Bonn.,,,International Herald Tribune,[],[],2008-06-18T05:00:00+0000,article,IHT News,World,Europe,News,nyt://article/74ec1529-ea8b-5bac-ba9c-cf7a387e6c6d,1032,nyt://article/74ec1529-ea8b-5bac-ba9c-cf7a387e6c6d,A rebirth for that small town in Germany,,,A rebirth for that small town in Germany,,,,By Nicholas Kulish,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Kulish', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
The protagonist of Geraldine Brooks’s novel is a precious volume.,https://www.nytimes.com/2008/01/20/books/review/Fugard-t.html,The protagonist of Geraldine Brooks’s novel is a precious volume.,"When Hanna Heath, a manuscript conservator, first touches the centuries-old Hebrew codex known as the Sarajevo Haggadah, she feels a “strange and powerful” sensation, something “between brushing a live wire and stroking the back of a newborn baby’s head.” The manuscript is small, the binding soiled and scuffed, but its lavish illuminations  miniature scenes “as interpreted in the Midrash,” created “at a time when most Jews considered figurative art a violation of the commandments”  are stunning. It’s the spring of 1996 in Sarajevo, and Hanna has been called in to examine the book before it’s put on display.",BR,5,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/20/books/fugard-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2008/01/20/books/fugard-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/01/20/books/fugard-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Brooks, Geraldine', 'rank': 2, 'major': 'N'}]",2008-01-20T05:00:00+0000,article,BookReview,Books,Book Review,Review,nyt://article/51a6a7e7-5b6e-5ad9-9bad-5fbe327d9b35,1058,nyt://article/51a6a7e7-5b6e-5ad9-9bad-5fbe327d9b35,All the World’s a Page,,,All the World’s a Page,,,,By Lisa Fugard,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Fugard', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
