abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,slideshow_credits,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"“Harvest,” written and directed by Marc Meyers, will be shown May 9 at the Connecticut Film Festival in Danbury.",https://www.nytimes.com/2010/05/09/nyregion/09filmct.html,"“Harvest,” written and directed by Marc Meyers, will be shown May 9 at the Connecticut Film Festival in Danbury.","“EVERYTHING your grandfather does this summer will be for the last time,” says Anna in Marc Meyers’s film “Harvest.” Anna (the Tony Award winner Victoria Clark) is trying to persuade her college-age son, Josh (Jack Carpenter), to stay at the family house in Madison for the whole summer, not just for the weekend. But that argument could be difficult to make, because Robert Loggia, as Anna’s father, Siv, looks so robust, so engaged and enthusiastic that you would swear he could put off any funeral planning until at least 2030.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/nyregion/09filmct_span/09filmct_span-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2010/05/09/nyregion/09filmct_span/09filmct_span-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/nyregion/09filmct_span/09filmct_span-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/nyregion/09filmct_span/09filmct_span-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/05/09/nyregion/09filmct_span/09filmct_span-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Connecticut', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}]",2010-05-08T01:59:33+0000,article,Metro,New York,News,nyt://article/ee37cc43-ec8e-5a7f-8827-a4b9c1fb9552,507,,nyt://article/ee37cc43-ec8e-5a7f-8827-a4b9c1fb9552,Story Born in a Journal Comes to Film Festival,,,Story Born in a Journal Comes to Film Festival,,,,By Anita Gates,"[{'firstname': 'Anita', 'middlename': None, 'lastname': 'Gates', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,CT,12,,Alzheimer
Mr. Ellis was a jazz guitarist whose blues-inflected playing earned him critical acclaim as a soloist and recognition as a member of the pianist Oscar Peterson’s trio.,https://www.nytimes.com/2010/03/31/arts/music/31ellis.html,Mr. Ellis was a jazz guitarist whose blues-inflected playing earned him critical acclaim as a soloist and recognition as a member of the pianist Oscar Peterson’s trio.,"Herb Ellis, a jazz guitarist whose polished, blues-inflected playing earned him critical acclaim as an outstanding soloist and worldwide recognition as a member of the pianist Oscar Peterson’s trio, died Sunday at his home in Los Angeles. He was 88. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/arts/31ellis_CA0/31ellis_CA0-popup.jpg', 'height': 600, 'width': 412, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/arts/31ellis_CA0/31ellis_CA0-articleInline.jpg', 'height': 272, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/03/31/arts/31ellis_CA0/31ellis_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/03/31/arts/31ellis_CA0/31ellis_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Jazz', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ellis, Herb', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}]",2010-03-31T03:52:15+0000,article,Culture,Arts,Obituary (Obit),nyt://article/28a1dea2-1751-51b4-a46c-f65ac2adf9ef,504,,nyt://article/28a1dea2-1751-51b4-a46c-f65ac2adf9ef,"Herb Ellis, Jazz Guitarist, Is Dead at 88",,,"Herb Ellis, 88, Guitarist In Oscar Peterson’s Trio",,,,By Peter Keepnews,"[{'firstname': 'Peter', 'middlename': None, 'lastname': 'Keepnews', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,21,Music,Alzheimer
Some New Yorkers are employing a tactic called “spousal refusal” to obtain Medicaid coverage for ailing loved ones.,https://www.nytimes.com/2010/12/12/nyregion/12medicaid.html,Some New Yorkers are employing a tactic called “spousal refusal” to obtain Medicaid coverage for ailing loved ones.,"AFTER immigrating to New York City from China in the 1970s, Z. Y. Tung and his wife worked hard — he as a bank manager, she as a public school secretary — lived frugally and saved every penny they could for the next generation.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/12/nyregion/21-jp-MEDICAID/21-jp-MEDICAID-jumbo.jpg', 'height': 1024, 'width': 640, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/12/nyregion/21-jp-MEDICAID/21-jp-MEDICAID-popup.jpg', 'height': 500, 'width': 312, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/12/nyregion/21-jp-MEDICAID/21-jp-MEDICAID-articleInline.jpg', 'height': 304, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/12/nyregion/21-jp-MEDICAID/21-jp-MEDICAID-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/12/12/nyregion/21-jp-MEDICAID/21-jp-MEDICAID-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicaid', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 5, 'major': 'N'}]",2010-12-11T00:49:12+0000,article,Metro,New York,News,nyt://article/9934666e-adf5-52f8-a763-b85be4604637,1250,,nyt://article/9934666e-adf5-52f8-a763-b85be4604637,"Full Wallets, but Using Health Program for Poor",,,"Full Wallets, but Using Health Program for Poor",,,,By Anemona Hartocollis,"[{'firstname': 'Anemona', 'middlename': None, 'lastname': 'Hartocollis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,MB,1,,Alzheimer
Grandma sky-dives. Ringo Starr plays at Radio City. Is this what’s expected in life’s eighth decade?,https://www.nytimes.com/2010/07/11/weekinreview/11zernike.html,Grandma sky-dives. Ringo Starr plays at Radio City. Is this what’s expected in life’s eighth decade?,"Ringo Starr celebrated his 70th birthday last week by playing at Radio City Music Hall and saying his new hero is B. B. King, still jamming in his 80s.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/11/weekinreview/ZERNcov/ZERNcov-popup.jpg', 'height': 446, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/11/weekinreview/ZERNcov/ZERNcov-articleInline.jpg', 'height': 125, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/11/weekinreview/ZERNcov/ZERNcov-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/07/11/weekinreview/ZERNcov/ZERNcov-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Starr, Ringo', 'rank': 4, 'major': 'N'}]",2010-07-10T19:02:43+0000,article,WeekInReview,Week in Review,News,nyt://article/ec058b4f-868d-5a9b-80ed-5786c5d00e12,1362,,nyt://article/ec058b4f-868d-5a9b-80ed-5786c5d00e12,Turn 70. Act Your Grandchild’s Age.,,,Turn 70. Act Your Grandchild’s Age.,,,,By Kate Zernike,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Zernike', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,WK,1,,Alzheimer
Scientists say they have identified genetic variants that predict extreme longevity with 77 percent accuracy.,https://www.nytimes.com/2010/07/02/science/02longevity.html,Scientists say they have identified genetic variants that predict extreme longevity with 77 percent accuracy.,"If you were going to live to be 100, would you want to know it? ",The New York Times,[],"[{'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 4, 'major': 'N'}]",2010-07-01T18:00:34+0000,article,National,Science,News,nyt://article/cac50803-cc10-5058-b6ab-b37bb8eb1de9,611,,nyt://article/cac50803-cc10-5058-b6ab-b37bb8eb1de9,Genetic Finding May Provide a Test for Longevity,,,Genetic Finding May Provide a Test for Longevity,,,,By Nicholas Wade,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Wade', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,14,,Alzheimer
It takes the right person to pull an artist out of the isolation of his studio.,https://www.nytimes.com/2010/06/20/fashion/weddings/20albert.html,It takes the right person to pull an artist out of the isolation of his studio.,"Katie Ia Albert and William Burnside Bolton were married Saturday at Edgewood Farm in Truro, Mass. Dr. Frank Silagy, an uncle of the bride, received permission from the Commonwealth of Massachusetts to officiate.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/06/20/fashion/weddings/20ALBERT/20ALBERT-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/06/20/fashion/weddings/20ALBERT/20ALBERT-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/06/20/fashion/weddings/20ALBERT/20ALBERT-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",2010-06-19T00:42:09+0000,article,Society,Fashion & Style,News,nyt://article/19d47883-9bd7-548f-b5b4-528b9333988c,619,,nyt://article/19d47883-9bd7-548f-b5b4-528b9333988c,Katie Albert and William Bolton,,,"Katie Albert, William Bolton",,,,By Rosalie R. Radomsky,"[{'firstname': 'Rosalie', 'middlename': 'R.', 'lastname': 'Radomsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,ST,13,Weddings,Alzheimer
"Rocky the flying squirrel and his buddy, the bumbling moose Bullwinkle, were television cartoon characters who captivated young baby boomers in the early ’60s.",https://www.nytimes.com/2010/10/26/arts/television/26anderson.html,"Rocky the flying squirrel and his buddy, the bumbling moose Bullwinkle, were television cartoon characters who captivated young baby boomers in the early ’60s.","Alex Anderson, the cartoonist who first drew Rocky the flying squirrel and his buddy, the bumbling moose Bullwinkle, television characters who captivated young baby boomers in the early ’60s, died on Friday in Carmel, Calif. He was 90 and lived in Pebble Beach, Calif.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/26/arts/ANDERSON1-obit/ANDERSON1-obit-jumbo.jpg', 'height': 1024, 'width': 709, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/26/arts/ANDERSON1-obit/ANDERSON1-obit-popup.jpg', 'height': 500, 'width': 346, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/26/arts/ANDERSON1-obit/ANDERSON1-obit-articleInline.jpg', 'height': 250, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/10/26/arts/ANDERSON1-obit/ANDERSON1-obit-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/10/26/arts/ANDERSON1-obit/ANDERSON1-obit-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Ward, Jay', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cartoons and Cartoonists', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 4, 'major': 'N'}]",2010-10-26T01:55:10+0000,article,Culture,Arts,Obituary (Obit),nyt://article/601b2def-17f2-56de-905e-ae6305172a18,579,,nyt://article/601b2def-17f2-56de-905e-ae6305172a18,"Alex Anderson, Creator of Rocky and Bullwinkle, Dies at 90",,,"Alex Anderson, 90, Creator of Rocky and Bullwinkle",,,,By Dennis Hevesi,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Hevesi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,18,Television,Alzheimer
Lawyers representing Brooke Astor’s son and a lawyer who had done work for her had asked that their convictions be thrown out because of an incident involving a holdout juror.,https://www.nytimes.com/2010/07/30/nyregion/30astor.html,Lawyers representing Brooke Astor’s son and a lawyer who had done work for her had asked that their convictions be thrown out because of an incident involving a holdout juror.,"The judge in the trial of Brooke Astor’s son denied a defense motion on Thursday to vacate convictions against him and a lawyer who had done estate planning for Mrs. Astor, the doyenne of Manhattan society until her death in 2007.",The New York Times,[],"[{'name': 'persons', 'value': 'Fernandez, Yvonne', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bartley, A Kirke Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Morrissey, Francis X Jr', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Wills and Estates', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Jury System', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Astor, Brooke', 'rank': 10, 'major': 'N'}]",2010-07-30T02:13:18+0000,article,Metro,New York,News,nyt://article/9c94cf0a-02ce-5460-830a-16fa55565c7e,504,,nyt://article/9c94cf0a-02ce-5460-830a-16fa55565c7e,Convictions in Astor Case Are Upheld,,,Convictions In Astor Case Are Upheld,,,,By James Barron,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Barron', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,18,,Alzheimer
Mr. Rolfe Johnson went from being an English farmer to a renowned lyric tenor at the world’s top opera houses.,https://www.nytimes.com/2010/07/27/arts/music/27rolfe-johnson.html,Mr. Rolfe Johnson went from being an English farmer to a renowned lyric tenor at the world’s top opera houses.,"Anthony Rolfe Johnson, an Englishman who began his professional life as a farmer and ended it as a distinguished lyric tenor who had performed to glowing notices in the world’s most storied opera houses and concert halls, died on July 21 in London. He was 69.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/27/arts/27OBITJOHNSON/27OBITJOHNSON-articleInline.jpg', 'height': 141, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/07/27/arts/27OBITJOHNSON/27OBITJOHNSON-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/07/27/arts/27OBITJOHNSON/27OBITJOHNSON-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Opera', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 3, 'major': 'N'}]",2010-07-27T05:28:19+0000,article,Culture,Arts,Obituary (Obit),nyt://article/c2d6f4d2-102c-5135-b661-c49fd1a7490a,553,,nyt://article/c2d6f4d2-102c-5135-b661-c49fd1a7490a,"Anthony Rolfe Johnson, Farmer Turned Opera Star, Dies at 69",,,"Anthony Rolfe Johnson, 69, Farmer Turned Opera Star",,,,By Margalit Fox,"[{'firstname': 'Margalit', 'middlename': None, 'lastname': 'Fox', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,15,Music,Alzheimer
The characters in Sue Miller’s new novel are connected by a theatrical production.,https://www.nytimes.com/2010/04/18/books/review/Mishan-t.html,The characters in Sue Miller’s new novel are connected by a theatrical production.,"Early on in Sue Miller’s new novel, “The Lake Shore Limited,” a ­middle-aged woman loiters in a dark street, peeping into the window of a bar. Inside, a much younger woman — vivid in a crimson suit, flanked by men, “her long legs on display” — throws her head back to laugh, “either in pure pleasure or in the wish to convey pure pleasure.” The moment is quintessential Miller, touching on the themes that have animated her fiction for the past quarter-century: the potency of sex; the failure of men and women to understand each other; the hunger for a different life. Here too is the hyper-self-consciousness that afflicts her characters, who are forever questioning the authenticity of their feelings.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/16/books/18mishan/18mishan-articleInline.jpg', 'height': 253, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/04/16/books/18mishan/18mishan-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/04/16/books/18mishan/18mishan-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Miller, Sue', 'rank': 2, 'major': 'N'}]",2010-04-16T16:40:52+0000,article,BookReview,Books,Review,nyt://article/9b289044-a930-5845-be96-214a296794ca,653,,nyt://article/9b289044-a930-5845-be96-214a296794ca,An Unexpected Death,,,An Unexpected Death,,,,By Ligaya Mishan,"[{'firstname': 'Ligaya', 'middlename': None, 'lastname': 'Mishan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR,22,Book Review,Alzheimer
